"id","price","brand","model","year","mileage","color","state","country","title_status"
406,25,ford,door,1984,41577,white,arkansas, usa,salvage insurance
407,8160,honda,van,2015,109027,gray,virginia, usa,clean vehicle
408,7770,jeep,door,2014,72732,gray,new york, usa,clean vehicle
409,200,jeep,door,2001,126400,green,maryland, usa,salvage insurance
410,25,audi,door,2008,177422,black,texas, usa,salvage insurance
411,0,chevrolet,door,1995,274706,green,arizona, usa,salvage insurance
412,1825,bmw,coupe,2008,77984,white,georgia, usa,salvage insurance
413,39800,bmw,series,2017,23177,blue,california, usa,clean vehicle
414,9210,ford,door,2015,26911,silver,georgia, usa,clean vehicle
415,58500,ford,srw,2019,21527,blue,washington, usa,clean vehicle
416,125,ford,door,2014,56461,silver,michigan, usa,salvage insurance
417,3960,honda,door,2015,95128,white,virginia, usa,clean vehicle
418,5998,hyundai,doors,2014,122975,phantom black,new york, usa,clean vehicle
419,3700,honda,doors,2014,162824,blue,new york, usa,clean vehicle
420,0,kia,wagon,2008,148463,silver,indiana, usa,salvage insurance
421,0,audi,door,2005,181896,black,california, usa,salvage insurance
422,0,bmw,door,2000,216657,gray,utah, usa,salvage insurance
423,5000,gmc,door,2012,140339,black,utah, usa,clean vehicle
424,15050,infiniti,mpv,2019,26786,white,texas, usa,clean vehicle
425,3960,hyundai,doors,2019,35623,red,ohio, usa,clean vehicle
426,36300,lincoln,nautilus,2019,14541,black,california, usa,clean vehicle
427,55600,lexus,gx,2020,8186,silver,florida, usa,clean vehicle
428,2630,nissan,doors,2018,36739,gray,california, usa,clean vehicle
429,5690,nissan,mpv,2017,42616,blue,new jersey, usa,clean vehicle
430,19500,audi,q5,2017,65833,blue,texas, usa,clean vehicle
431,450,chevrolet,coupe,2008,123515,yellow,minnesota, usa,salvage insurance
432,20400,cadillac,door,2015,36122,white,wisconsin, usa,clean vehicle
433,4320,chevrolet,door,2011,88359,brown,florida, usa,clean vehicle
434,33001,ford,f-150,2017,35905,gray,michigan, usa,clean vehicle
435,10000,ford,door,2017,35747,red,arkansas, usa,salvage insurance
436,0,ford,door,2004,167011,red,maryland, usa,salvage insurance
437,5790,gmc,door,2012,105020,white,utah, usa,clean vehicle
438,14750,infiniti,mpv,2019,11047,black,texas, usa,clean vehicle
439,4010,hyundai,doors,2019,31233,silver,ohio, usa,clean vehicle
440,40000,mercedes-benz,gle,2019,19427,white,california, usa,clean vehicle
441,13000,kia,sportage,2017,71991,silver,new jersey, usa,clean vehicle
442,3550,nissan,doors,2018,29043,blue,california, usa,clean vehicle
443,3040,nissan,doors,2017,36064,gray,new jersey, usa,clean vehicle
444,0,chevrolet,coupe,2008,270080,yellow,illinois, usa,salvage insurance
445,36400,audi,"5",2015,47213,black,wisconsin, usa,clean vehicle
446,4480,ford,door,2011,116480,black,florida, usa,clean vehicle
447,31003,ford,door,2017,72084,red,michigan, usa,clean vehicle
448,75,ford,pickup,2001,295780,gold,arkansas, usa,salvage insurance
449,8850,gmc,door,2011,148035,white,utah, usa,clean vehicle
450,14750,infiniti,mpv,2019,11396,white,texas, usa,clean vehicle
451,4690,hyundai,mpv,2019,33785,silver,ohio, usa,clean vehicle
452,23000,land,sport,2018,20103,black,california, usa,clean vehicle
453,46900,land,discovery,2018,32387,black,florida, usa,clean vehicle
454,10740,mercedes-benz,doors,2018,48140,white,california, usa,clean vehicle
455,3160,nissan,doors,2017,34861,gray,new jersey, usa,clean vehicle
456,0,chevrolet,door,2006,268040,silver,texas, usa,salvage insurance
457,3450,chrysler,door,2011,114119,gold,florida, usa,clean vehicle
458,27102,ford,f-150,2017,34165,red,michigan, usa,clean vehicle
459,500,gmc,door,2018,27442,black,arkansas, usa,salvage insurance
460,5100,gmc,door,2011,144792,white,utah, usa,clean vehicle
461,15010,infiniti,mpv,2019,11394,beige,texas, usa,clean vehicle
462,5800,jeep,mpv,2019,30546,silver,ohio, usa,clean vehicle
463,23200,land,sport,2018,23745,black,california, usa,clean vehicle
464,8000,hyundai,door,2015,88274,red,pennsylvania, usa,clean vehicle
465,3390,nissan,doors,2018,38349,gray,california, usa,clean vehicle
466,3140,nissan,doors,2017,30142,white,new jersey, usa,clean vehicle
467,25,chevrolet,door,2007,267834,black,texas, usa,salvage insurance
468,15000,bmw,door,2014,44730,silver,illinois, usa,clean vehicle
469,10440,chevrolet,cab,2011,92476,blue,florida, usa,clean vehicle
470,23911,ford,f-150,2017,25698,black,michigan, usa,clean vehicle
471,25,ford,pk,2010,155242,gray,oklahoma, usa,salvage insurance
472,21400,gmc,acadia,2018,54332,gray,new jersey, usa,clean vehicle
473,5380,gmc,cab,2011,119215,white,utah, usa,clean vehicle
474,11000,jeep,mpv,2019,8930,red,michigan, usa,clean vehicle
475,4950,jeep,mpv,2019,46985,silver,ohio, usa,clean vehicle
476,22500,land,sport,2018,30220,black,california, usa,clean vehicle
477,30300,maserati,ghibli,2017,37021,black,florida, usa,clean vehicle
478,2630,nissan,doors,2018,43152,white,california, usa,clean vehicle
479,3140,nissan,doors,2017,34318,silver,new jersey, usa,clean vehicle
480,2300,chevrolet,door,2011,88287,white,arkansas, usa,salvage insurance
481,4310,chevrolet,door,2011,105486,black,florida, usa,clean vehicle
482,26012,ford,door,2017,19850,black,michigan, usa,clean vehicle
483,75,ford,door,2014,116535,silver,oklahoma, usa,salvage insurance
484,48500,gmc,"1500",2019,15777,black,pennsylvania, usa,clean vehicle
485,3330,gmc,mpv,2009,87448,white,utah, usa,clean vehicle
486,11200,jeep,mpv,2019,8395,yellow,michigan, usa,clean vehicle
487,4730,hyundai,mpv,2019,30121,red,ohio, usa,clean vehicle
488,24900,mercedes-benz,glc,2018,33687,white,california, usa,clean vehicle
489,29400,mercedes-benz,e-class,2017,37561,blue,florida, usa,clean vehicle
490,8350,nissan,cab,2018,32256,gray,california, usa,clean vehicle
491,475,peterbilt,truck,2012,902041,gold,florida, usa,salvage insurance
492,3210,nissan,doors,2017,25255,black,new jersey, usa,clean vehicle
493,25,chevrolet,van,2006,165327,white,arkansas, usa,salvage insurance
494,4200,chevrolet,cutaway,2006,118009,white,wisconsin, usa,clean vehicle
495,8430,chevrolet,utility,2011,114547,black,florida, usa,clean vehicle
496,25503,ford,f-150,2017,18647,black,michigan, usa,clean vehicle
497,0,ford,pickup,1996,252588,red,oklahoma, usa,salvage insurance
498,26000,gmc,limited,2019,16669,black,pennsylvania, usa,clean vehicle
499,3900,honda,doors,2017,47970,blue,virginia, usa,clean vehicle
500,11200,jeep,mpv,2019,12905,gray,michigan, usa,clean vehicle
501,8610,jeep,mpv,2019,22123,silver,ohio, usa,clean vehicle
502,28000,mercedes-benz,gle,2018,40780,white,california, usa,clean vehicle
503,84900,mercedes-benz,sl-class,2017,25302,silver,florida, usa,clean vehicle
504,10840,lexus,mpv,2017,36596,black,california, usa,clean vehicle
505,100,peterbilt,truck,2012,0,blue,florida, usa,salvage insurance
506,11050,ram,door,2017,30421,white,new jersey, usa,clean vehicle
507,0,chevrolet,door,2012,134938,orange,oklahoma, usa,salvage insurance
508,1000,chevrolet,door,2005,135675,gray,wisconsin, usa,clean vehicle
509,3570,dodge,door,2015,17355,black,georgia, usa,clean vehicle
510,25001,ford,door,2017,27773,gray,michigan, usa,clean vehicle
511,0,ford,door,2010,86841,silver,oklahoma, usa,salvage insurance
512,5630,gmc,mpv,2017,58366,black,virginia, usa,clean vehicle
513,11100,jeep,mpv,2019,11229,white,michigan, usa,clean vehicle
514,4650,hyundai,mpv,2019,27492,white,ohio, usa,clean vehicle
515,0,lincoln,door,2005,89705,green,minnesota, usa,salvage insurance
516,3820,nissan,mpv,2016,41654,blue,california, usa,clean vehicle
517,0,peterbilt,truck,2009,982486,blue,florida, usa,salvage insurance
518,2900,nissan,doors,2017,31954,gray,new jersey, usa,clean vehicle
519,50,chevrolet,door,2008,172102,blue,texas, usa,salvage insurance
520,5100,chevrolet,pickup,2004,173321,gray,wisconsin, usa,clean vehicle
521,4700,dodge,door,2015,93423,red,georgia, usa,clean vehicle
522,29502,ford,f-150,2017,14053,red,michigan, usa,clean vehicle
523,0,ford,door,2008,145483,red,oklahoma, usa,salvage insurance
524,6160,honda,door,2017,25956,white,virginia, usa,clean vehicle
525,10910,jeep,mpv,2019,12253,red,michigan, usa,clean vehicle
526,3440,hyundai,doors,2019,34895,gray,ohio, usa,clean vehicle
527,16000,mazda,cx-3,2016,47753,gray,florida, usa,clean vehicle
528,3810,kia,door,2016,39408,black,california, usa,clean vehicle
529,1025,peterbilt,truck,2010,1017936,color:,georgia, usa,salvage insurance
530,3020,nissan,doors,2017,33599,white,new jersey, usa,clean vehicle
531,0,chevrolet,door,2003,194673,gray,texas, usa,salvage insurance
532,2000,chevrolet,pickup,2003,507985,red,wisconsin, usa,clean vehicle
533,3870,ford,door,2010,185983,white,florida, usa,clean vehicle
534,24811,ford,door,2017,28464,red,michigan, usa,clean vehicle
535,75,ford,door,2007,154989,blue,oklahoma, usa,salvage insurance
536,5420,honda,doors,2017,16702,black,virginia, usa,clean vehicle
537,11100,jeep,mpv,2019,11449,yellow,michigan, usa,clean vehicle
538,4750,hyundai,mpv,2019,25847,gray,ohio, usa,clean vehicle
539,17900,mercedes-benz,door,2015,49772,gray,florida, usa,clean vehicle
540,3800,nissan,door,2015,83915,black,california, usa,clean vehicle
541,3160,nissan,doors,2017,40306,silver,new jersey, usa,clean vehicle
542,25,chevrolet,pickup,2010,149189,white,colorado, usa,salvage insurance
543,1200,chevrolet,door,2001,149543,red,wisconsin, usa,clean vehicle
544,6470,chevrolet,coupe,2010,69622,yellow,florida, usa,clean vehicle
545,26400,ford,door,2017,36295,red,michigan, usa,clean vehicle
546,0,gmc,door,1993,0,light blue,colorado, usa,salvage insurance
547,32500,gmc,"2500hd",2018,14856,blue,pennsylvania, usa,clean vehicle
548,6900,honda,mpv,2017,44129,brown,minnesota, usa,clean vehicle
549,11030,jeep,mpv,2019,10861,yellow,michigan, usa,clean vehicle
550,3460,hyundai,door,2012,142106,white,mississippi, usa,clean vehicle
551,18000,mercedes-benz,door,2015,82411,black,florida, usa,clean vehicle
552,3250,hyundai,door,2015,111612,gray,california, usa,clean vehicle
553,3210,nissan,doors,2017,35251,gray,new jersey, usa,clean vehicle
554,13200,chevrolet,door,2017,50408,black,pennsylvania, usa,clean vehicle
555,27705,ford,f-150,2019,15630,gray,michigan, usa,clean vehicle
556,7200,chevrolet,door,2017,53273,black,pennsylvania, usa,clean vehicle
557,28714,ford,f-150,2019,14786,white,michigan, usa,clean vehicle
558,11200,chevrolet,door,2017,85315,white,pennsylvania, usa,clean vehicle
559,27502,ford,f-150,2019,16146,gray,michigan, usa,clean vehicle
560,11900,chevrolet,door,2017,76211,blue,pennsylvania, usa,clean vehicle
561,29314,ford,f-150,2019,15265,gray,michigan, usa,clean vehicle
562,11200,chevrolet,door,2017,79965,silver,pennsylvania, usa,clean vehicle
563,27002,ford,f-150,2019,16059,gray,michigan, usa,clean vehicle
564,13200,chevrolet,door,2017,62739,black,pennsylvania, usa,clean vehicle
565,28214,ford,f-150,2019,15569,white,michigan, usa,clean vehicle
566,12700,chevrolet,door,2017,58932,black,pennsylvania, usa,clean vehicle
567,29900,ford,f-150,2019,17488,white,michigan, usa,clean vehicle
568,12700,chevrolet,door,2017,60733,black,pennsylvania, usa,clean vehicle
569,27202,ford,f-150,2019,18550,red,michigan, usa,clean vehicle
570,13500,chevrolet,impala,2018,53194,white,new jersey, usa,clean vehicle
571,27705,ford,f-150,2019,17644,silver,michigan, usa,clean vehicle
572,14700,chevrolet,van,2016,34454,white,pennsylvania, usa,clean vehicle
573,29900,ford,f-150,2019,17684,white,michigan, usa,clean vehicle
574,4500,chevrolet,door,2015,83279,gray,pennsylvania, usa,clean vehicle
575,27705,ford,f-150,2019,16600,silver,michigan, usa,clean vehicle
576,8000,chevrolet,door,2015,107971,gray,pennsylvania, usa,clean vehicle
577,25511,ford,f-150,2019,17801,silver,michigan, usa,clean vehicle
578,7700,chevrolet,colorado,2015,94150,white,pennsylvania, usa,clean vehicle
579,29900,ford,f-150,2019,17159,silver,michigan, usa,clean vehicle
580,7200,chevrolet,van,2015,80711,white,pennsylvania, usa,clean vehicle
581,27502,ford,f-150,2019,17983,red,michigan, usa,clean vehicle
582,4500,chevrolet,door,2013,119981,white,pennsylvania, usa,clean vehicle
583,27402,ford,f-150,2019,17851,white,michigan, usa,clean vehicle
584,1500,chevrolet,sonic,2013,66079,black,pennsylvania, usa,clean vehicle
585,26602,ford,f-150,2019,18174,white,michigan, usa,clean vehicle
586,10200,chevrolet,sonic,2019,7654,black,illinois, usa,clean vehicle
587,29900,ford,f-150,2019,18759,black,michigan, usa,clean vehicle
588,14000,chevrolet,colorado,2019,11564,white,illinois, usa,clean vehicle
589,28500,ford,f-150,2019,18901,silver,michigan, usa,clean vehicle
590,8000,chevrolet,door,2016,86541,black,florida, usa,clean vehicle
591,29809,ford,f-150,2019,21157,silver,michigan, usa,clean vehicle
592,36900,chevrolet,corvette,2015,29937,black,florida, usa,clean vehicle
593,26902,ford,f-150,2019,23964,white,michigan, usa,clean vehicle
594,10950,chevrolet,door,2015,58504,red,florida, usa,clean vehicle
595,27402,ford,f-150,2019,20154,white,michigan, usa,clean vehicle
596,16900,acura,mdx,2014,63500,silver,florida, usa,clean vehicle
597,25600,ford,f-150,2019,23294,silver,michigan, usa,clean vehicle
598,29700,bmw,series,2016,24293,no_color,texas, usa,clean vehicle
599,27702,ford,f-150,2019,20343,red,michigan, usa,clean vehicle
600,13500,buick,encore,2016,19655,red,texas, usa,clean vehicle
601,27102,ford,f-150,2019,19100,white,michigan, usa,clean vehicle
602,27102,ford,f-150,2019,20014,white,michigan, usa,clean vehicle
603,25811,ford,f-150,2019,21774,black,michigan, usa,clean vehicle
604,26602,ford,f-150,2019,21201,white,michigan, usa,clean vehicle
605,27102,ford,f-150,2019,21766,white,michigan, usa,clean vehicle
606,37500,buick,enclave,2019,12406,gray,wisconsin, usa,clean vehicle
607,26211,ford,flex,2019,17977,blue,michigan, usa,clean vehicle
608,24205,ford,flex,2019,22805,silver,michigan, usa,clean vehicle
609,37500,cadillac,xt5,2019,16013,black,wisconsin, usa,clean vehicle
610,27111,ford,flex,2019,14382,black,michigan, usa,clean vehicle
611,27411,ford,flex,2019,9660,black,michigan, usa,clean vehicle
612,27302,ford,flex,2019,18969,black,michigan, usa,clean vehicle
613,27202,ford,f-150,2019,24730,gray,michigan, usa,clean vehicle
614,26311,ford,flex,2019,15847,red,michigan, usa,clean vehicle
615,26602,ford,f-150,2019,25009,white,michigan, usa,clean vehicle
616,33500,bmw,series,2017,22115,blue,wisconsin, usa,clean vehicle
617,27511,ford,flex,2019,11836,white,michigan, usa,clean vehicle
618,21500,buick,door,2017,23765,red,wisconsin, usa,clean vehicle
619,27200,ford,f-150,2019,25508,silver,michigan, usa,clean vehicle
620,26511,ford,flex,2019,18196,red,michigan, usa,clean vehicle
621,24002,ford,flex,2019,16106,gray,michigan, usa,clean vehicle
622,21500,buick,door,2017,14907,silver,wisconsin, usa,clean vehicle
623,18511,ford,fusion,2019,12735,gray,michigan, usa,clean vehicle
624,14000,kia,sorento,2017,53424,black,connecticut, usa,clean vehicle
625,29000,buick,door,2017,17940,green,illinois, usa,clean vehicle
626,23402,ford,flex,2019,17417,gray,michigan, usa,clean vehicle
627,13300,kia,door,2017,37125,no_color,connecticut, usa,clean vehicle
628,19700,bmw,x3,2017,61428,black,wisconsin, usa,clean vehicle
629,23211,ford,flex,2019,17025,black,michigan, usa,clean vehicle
630,15500,kia,sorento,2017,37668,red,connecticut, usa,clean vehicle
631,18111,ford,fusion,2019,15805,black,michigan, usa,clean vehicle
632,21500,kia,sorento,2017,43761,gray,connecticut, usa,clean vehicle
633,25511,ford,mustang,2019,11342,gray,michigan, usa,clean vehicle
634,17700,chevrolet,equinox,2017,35664,blue,wisconsin, usa,clean vehicle
635,28000,chevrolet,cutaway,2017,12780,white,illinois, usa,clean vehicle
636,14000,chevrolet,door,2017,38458,blue,wisconsin, usa,clean vehicle
637,21700,chevrolet,door,2017,34420,silver,wisconsin, usa,clean vehicle
638,13500,chevrolet,door,2017,46497,white,wisconsin, usa,clean vehicle
639,35500,chevrolet,"1500",2017,21268,no_color,wisconsin, usa,clean vehicle
640,29500,chevrolet,"1500",2017,31029,red,wisconsin, usa,clean vehicle
641,25300,chevrolet,"1500",2017,40878,no_color,wisconsin, usa,clean vehicle
642,21500,chevrolet,"1500",2016,20270,silver,new jersey, usa,clean vehicle
643,25900,chevrolet,door,2016,32984,blue,wisconsin, usa,clean vehicle
644,35300,chevrolet,door,2016,75506,black,wisconsin, usa,clean vehicle
645,13500,chevrolet,door,2016,39951,red,wisconsin, usa,clean vehicle
646,62000,chevrolet,corvette,2016,19403,white,illinois, usa,clean vehicle
647,46000,chevrolet,corvette,2016,4445,black,illinois, usa,clean vehicle
648,9000,chevrolet,malibu,2016,67527,gray,wisconsin, usa,clean vehicle
649,25900,chevrolet,door,2016,33588,white,wisconsin, usa,clean vehicle
650,25800,chevrolet,door,2016,10103,no_color,wisconsin, usa,clean vehicle
651,17000,chevrolet,door,2016,26474,gray,wisconsin, usa,clean vehicle
652,12800,chevrolet,door,2016,40253,white,wisconsin, usa,clean vehicle
653,47400,chevrolet,"3500",2016,39624,red,wisconsin, usa,clean vehicle
654,24400,chevrolet,door,2016,48705,gray,wisconsin, usa,clean vehicle
655,17100,chevrolet,trax,2016,19659,white,wisconsin, usa,clean vehicle
656,7400,chevrolet,door,2015,91299,no_color,wisconsin, usa,clean vehicle
657,33100,chevrolet,door,2015,81614,gold,wisconsin, usa,clean vehicle
658,22000,chevrolet,trax,2020,179,gray,california, usa,clean vehicle
659,35000,chevrolet,"1500",2019,5523,no_color,california, usa,clean vehicle
660,16500,chevrolet,equinox,2019,29841,silver,california, usa,clean vehicle
661,35300,chevrolet,"1500",2019,8516,silver,california, usa,clean vehicle
662,26900,chevrolet,traverse,2018,42941,black,missouri, usa,clean vehicle
663,11600,chevrolet,trax,2017,27498,black,california, usa,clean vehicle
664,28100,chevrolet,"1500",2017,31141,silver,california, usa,clean vehicle
665,27700,chevrolet,"1500",2017,20784,white,california, usa,clean vehicle
666,17700,chevrolet,passenger,2017,52667,white,california, usa,clean vehicle
667,16600,chevrolet,volt,2017,26003,no_color,california, usa,clean vehicle
668,63200,chevrolet,corvette,2016,4266,red,california, usa,clean vehicle
669,36800,chevrolet,door,2015,32332,white,california, usa,clean vehicle
670,19500,chevrolet,passenger,2018,44333,white,texas, usa,clean vehicle
671,38800,chevrolet,tahoe,2019,36198,blue,oklahoma, usa,clean vehicle
672,37500,chevrolet,tahoe,2019,33331,silver,oklahoma, usa,clean vehicle
673,35000,chevrolet,suburban,2019,43082,gray,oklahoma, usa,clean vehicle
674,31100,chevrolet,camaro,2019,24561,gray,oklahoma, usa,clean vehicle
675,22600,chevrolet,van,2019,13485,white,oklahoma, usa,clean vehicle
676,22400,chevrolet,van,2019,15524,white,oklahoma, usa,clean vehicle
677,22700,chevrolet,van,2019,8996,white,oklahoma, usa,clean vehicle
678,13700,chevrolet,malibu,2019,47282,silver,oklahoma, usa,clean vehicle
679,37100,chevrolet,suburban,2019,34470,black,oklahoma, usa,clean vehicle
680,18500,chevrolet,colorado,2018,87264,green,oregon, usa,clean vehicle
681,18300,chevrolet,"2500",2017,114344,white,oregon, usa,clean vehicle
682,19000,chevrolet,"2500",2017,111635,white,oregon, usa,clean vehicle
683,18500,chevrolet,"1500",2017,103955,white,oregon, usa,clean vehicle
684,22500,chevrolet,door,2016,66640,white,oregon, usa,clean vehicle
685,14500,chevrolet,door,2014,122018,white,oregon, usa,clean vehicle
686,32800,chevrolet,tahoe,2018,46915,gray,oklahoma, usa,clean vehicle
687,12300,chevrolet,malibu,2018,53599,black,oklahoma, usa,clean vehicle
688,19600,chevrolet,"1500",2018,41672,gray,oklahoma, usa,clean vehicle
689,13600,chevrolet,malibu,2018,36047,white,oklahoma, usa,clean vehicle
690,7200,chevrolet,spark,2018,42561,red,oklahoma, usa,clean vehicle
691,19900,chevrolet,"1500",2018,40345,white,oklahoma, usa,clean vehicle
692,13000,chevrolet,malibu,2018,41751,gray,oklahoma, usa,clean vehicle
693,19700,chevrolet,door,2016,27593,white,oklahoma, usa,clean vehicle
694,9400,chevrolet,door,2017,24009,blue,oklahoma, usa,clean vehicle
695,23800,chevrolet,"1500",2017,85697,white,oklahoma, usa,clean vehicle
696,17700,chevrolet,equinox,2019,25223,white,new york, usa,clean vehicle
697,17000,chevrolet,door,2015,27927,white,oklahoma, usa,clean vehicle
698,14000,chevrolet,door,2014,135127,red,florida, usa,clean vehicle
699,32100,chevrolet,"2500",2018,55532,white,pennsylvania, usa,clean vehicle
700,33100,chevrolet,"2500",2019,72172,white,pennsylvania, usa,clean vehicle
701,31600,chevrolet,"2500",2018,57751,white,pennsylvania, usa,clean vehicle
702,5100,chevrolet,door,2013,96314,gray,pennsylvania, usa,clean vehicle
703,4100,chevrolet,door,2013,89152,blue,pennsylvania, usa,clean vehicle
704,7200,chevrolet,door,2014,114660,silver,texas, usa,clean vehicle
705,12800,chevrolet,"1500",2014,177322,white,texas, usa,clean vehicle
706,46800,chevrolet,"1500",2019,36423,gray,nebraska, usa,clean vehicle
707,21800,chevrolet,van,2019,23759,white,missouri, usa,clean vehicle
708,3000,chevrolet,door,2013,120667,gray,texas, usa,clean vehicle
709,22500,chevrolet,colorado,2017,65344,red,indiana, usa,clean vehicle
710,35300,chevrolet,suburban,2018,51347,black,missouri, usa,clean vehicle
711,16500,chevrolet,volt,2017,52322,black,oklahoma, usa,clean vehicle
712,33000,chevrolet,door,2017,67620,black,missouri, usa,clean vehicle
713,31500,chevrolet,"1500",2017,59965,black,missouri, usa,clean vehicle
714,34500,chevrolet,"1500",2017,28739,silver,missouri, usa,clean vehicle
715,8000,chevrolet,trax,2016,77429,silver,west virginia, usa,clean vehicle
716,25000,chevrolet,"1500",2017,20847,white,west virginia, usa,clean vehicle
717,10700,chevrolet,trax,2016,44280,red,west virginia, usa,clean vehicle
718,13400,chevrolet,door,2016,86031,silver,west virginia, usa,clean vehicle
719,16500,chevrolet,equinox,2019,7622,gold,west virginia, usa,clean vehicle
720,34000,chevrolet,traverse,2019,8067,white,west virginia, usa,clean vehicle
721,14100,chevrolet,trax,2018,16502,white,west virginia, usa,clean vehicle
722,38600,chevrolet,"1500",2019,20681,black,west virginia, usa,clean vehicle
723,9100,chevrolet,door,2016,54655,blue,missouri, usa,clean vehicle
724,8600,chevrolet,door,2016,57825,blue,missouri, usa,clean vehicle
725,22000,chevrolet,door,2016,58856,white,oklahoma, usa,clean vehicle
726,8900,chevrolet,colorado,2015,85072,white,west virginia, usa,clean vehicle
727,15500,chevrolet,door,2015,79506,red,west virginia, usa,clean vehicle
728,3300,chevrolet,door,2015,85301,silver,west virginia, usa,clean vehicle
729,29000,chevrolet,"1500",2015,69377,brown,missouri, usa,clean vehicle
730,17300,chevrolet,equinox,2020,15577,black,nevada, usa,clean vehicle
731,30500,chevrolet,traverse,2020,23470,silver,nevada, usa,clean vehicle
732,25000,chevrolet,impala,2020,18715,silver,nevada, usa,clean vehicle
733,2800,chevrolet,cruze,2012,61258,white,illinois, usa,clean vehicle
734,3300,chevrolet,door,2012,131791,no_color,illinois, usa,clean vehicle
735,36400,chevrolet,suburban,2019,35705,silver,nevada, usa,clean vehicle
736,34800,chevrolet,suburban,2019,48982,silver,nevada, usa,clean vehicle
737,20700,chevrolet,ld,2019,33745,white,nevada, usa,clean vehicle
738,32200,chevrolet,suburban,2019,42267,silver,nevada, usa,clean vehicle
739,35300,chevrolet,tahoe,2019,46863,black,nevada, usa,clean vehicle
740,33500,chevrolet,suburban,2019,36443,white,nevada, usa,clean vehicle
741,13700,chevrolet,impala,2019,14939,blue,nevada, usa,clean vehicle
742,15900,chevrolet,malibu,2019,22026,black,nevada, usa,clean vehicle
743,33200,chevrolet,suburban,2019,38278,black,nevada, usa,clean vehicle
744,35500,chevrolet,suburban,2019,46149,silver,nevada, usa,clean vehicle
745,29800,chevrolet,suburban,2018,48427,silver,nevada, usa,clean vehicle
746,29800,chevrolet,suburban,2018,48807,gray,nevada, usa,clean vehicle
747,29500,chevrolet,suburban,2018,52618,silver,nevada, usa,clean vehicle
748,30300,chevrolet,suburban,2018,46494,white,nevada, usa,clean vehicle
749,24300,chevrolet,"1500",2018,56296,black,new york, usa,clean vehicle
750,29800,chevrolet,suburban,2017,33909,silver,nevada, usa,clean vehicle
751,29800,chevrolet,suburban,2017,33028,white,nevada, usa,clean vehicle
752,27500,chevrolet,camaro,2016,44653,white,nevada, usa,clean vehicle
753,10800,chevrolet,door,2017,80516,gray,new jersey, usa,clean vehicle
754,11500,chevrolet,van,2017,105151,white,new jersey, usa,clean vehicle
755,10400,chevrolet,van,2017,78368,white,new jersey, usa,clean vehicle
756,11400,chevrolet,equinox,2018,78956,white,florida, usa,clean vehicle
757,11400,chevrolet,equinox,2018,88564,white,florida, usa,clean vehicle
758,8000,chevrolet,door,2015,78800,white,nevada, usa,clean vehicle
759,3000,chevrolet,door,2012,111856,white,california, usa,clean vehicle
760,25000,chevrolet,door,2015,80946,black,nevada, usa,clean vehicle
761,12300,chevrolet,traverse,2017,83168,gray,new york, usa,clean vehicle
762,14100,chevrolet,traverse,2017,58606,white,new york, usa,clean vehicle
763,9000,chevrolet,van,2014,82020,white,nevada, usa,clean vehicle
764,4200,chevrolet,door,2014,102500,black,nevada, usa,clean vehicle
765,22500,chevrolet,van,2019,8150,white,texas, usa,clean vehicle
766,22600,chevrolet,van,2019,6159,white,texas, usa,clean vehicle
767,22600,chevrolet,van,2019,5938,white,texas, usa,clean vehicle
768,22500,chevrolet,van,2019,9019,white,texas, usa,clean vehicle
769,10200,chevrolet,malibu,2018,45836,white,texas, usa,clean vehicle
770,42700,chevrolet,"3500",2016,60215,white,texas, usa,clean vehicle
771,21200,chevrolet,tahoe,2015,125507,white,texas, usa,clean vehicle
772,22700,chevrolet,door,2016,90944,white,texas, usa,clean vehicle
773,22000,chevrolet,tahoe,2015,82785,gray,texas, usa,clean vehicle
774,9600,chevrolet,"1500",2014,150525,white,texas, usa,clean vehicle
775,10500,chevrolet,door,2013,112267,silver,texas, usa,clean vehicle
776,6700,chevrolet,door,2013,139394,white,texas, usa,clean vehicle
777,14200,chevrolet,door,2013,82543,black,texas, usa,clean vehicle
778,15500,chevrolet,equinox,2019,13532,white,florida, usa,clean vehicle
779,35100,chevrolet,"1500",2018,14751,blue,kansas, usa,clean vehicle
780,26300,chevrolet,camaro,2018,11150,gray,kansas, usa,clean vehicle
781,15700,chevrolet,colorado,2016,91248,white,new jersey, usa,clean vehicle
782,17600,chevrolet,"1500",2016,65336,white,new jersey, usa,clean vehicle
783,18600,chevrolet,"1500",2016,48974,white,new jersey, usa,clean vehicle
784,19100,chevrolet,"1500",2016,40011,white,new jersey, usa,clean vehicle
785,15200,chevrolet,equinox,2019,37444,black,north carolina, usa,clean vehicle
786,16100,chevrolet,equinox,2019,43199,white,north carolina, usa,clean vehicle
787,14800,chevrolet,equinox,2019,43589,charcoal,north carolina, usa,clean vehicle
788,16700,chevrolet,equinox,2019,32870,charcoal,north carolina, usa,clean vehicle
789,15300,chevrolet,equinox,2019,38826,charcoal,north carolina, usa,clean vehicle
790,16500,chevrolet,equinox,2019,33739,charcoal,north carolina, usa,clean vehicle
791,19600,chevrolet,passenger,2019,35309,white,north carolina, usa,clean vehicle
792,15200,chevrolet,impala,2019,32248,red,north carolina, usa,clean vehicle
793,15000,chevrolet,impala,2019,36165,silver,north carolina, usa,clean vehicle
794,15500,chevrolet,impala,2019,29922,charcoal,north carolina, usa,clean vehicle
