"id","price","brand","model","year","mileage","color","state","country","title_status"
795,15700,chevrolet,impala,2019,26848,silver,north carolina, usa,clean vehicle
796,14800,chevrolet,impala,2019,41163,charcoal,north carolina, usa,clean vehicle
797,9200,chevrolet,cruze,2017,32856,red,north carolina, usa,clean vehicle
798,8200,chevrolet,impala,2017,100315,black,north carolina, usa,clean vehicle
799,11400,chevrolet,door,2013,91638,silver,new jersey, usa,clean vehicle
800,6500,chevrolet,door,2015,83173,white,north carolina, usa,clean vehicle
801,11500,chevrolet,door,2014,94356,gray,north carolina, usa,clean vehicle
802,23800,chevrolet,door,2015,85792,black,florida, usa,clean vehicle
803,8900,chevrolet,door,2014,129068,white,florida, usa,clean vehicle
804,28300,chevrolet,ld,2019,27665,red,indiana, usa,clean vehicle
805,27300,chevrolet,ld,2019,25427,black,indiana, usa,clean vehicle
806,3500,chevrolet,door,2013,78198,gray,new jersey, usa,clean vehicle
807,28300,chevrolet,colorado,2020,13886,silver,indiana, usa,clean vehicle
808,18300,chevrolet,impala,2019,34538,silver,indiana, usa,clean vehicle
809,22500,dodge,charger,2018,20575,silver,wisconsin, usa,clean vehicle
810,22500,dodge,charger,2018,26026,gray,wisconsin, usa,clean vehicle
811,8300,dodge,door,2012,99015,gray,wisconsin, usa,clean vehicle
812,16500,dodge,caravan,2019,27327,gray,nebraska, usa,clean vehicle
813,14500,dodge,journey,2019,30229,silver,nebraska, usa,clean vehicle
814,30000,dodge,charger,2019,43294,white,ontario, canada,clean vehicle
815,30000,dodge,charger,2019,54309,orange,ontario, canada,clean vehicle
816,30000,dodge,charger,2019,52822,white,ontario, canada,clean vehicle
817,30000,dodge,charger,2019,45554,white,ontario, canada,clean vehicle
818,30000,dodge,charger,2019,37538,white,ontario, canada,clean vehicle
819,29500,dodge,charger,2019,35153,red,ontario, canada,clean vehicle
820,21600,dodge,challenger,2019,23783,white,washington, usa,clean vehicle
821,22600,dodge,charger,2019,30759,black,washington, usa,clean vehicle
822,16300,dodge,caravan,2019,38922,gray,washington, usa,clean vehicle
823,8600,dodge,door,2012,165836,blue,washington, usa,clean vehicle
824,28800,dodge,durango,2019,19235,no_color,texas, usa,clean vehicle
825,22100,dodge,challenger,2019,9445,gray,texas, usa,clean vehicle
826,14300,dodge,journey,2018,19164,gray,north carolina, usa,clean vehicle
827,13700,dodge,caravan,2018,54106,white,north carolina, usa,clean vehicle
828,29500,dodge,challenger,2017,32051,no_color,arizona, usa,clean vehicle
829,18500,dodge,journey,2017,14870,gray,texas, usa,clean vehicle
830,19000,dodge,door,2016,32294,blue,colorado, usa,clean vehicle
831,43400,dodge,challenger,2015,7250,white,arizona, usa,clean vehicle
832,46000,dodge,challenger,2015,10145,no_color,arizona, usa,clean vehicle
833,12500,dodge,journey,2018,59924,silver,texas, usa,clean vehicle
834,13900,dodge,charger,2017,21304,black,florida, usa,clean vehicle
835,13000,dodge,caravan,2018,52079,white,california, usa,clean vehicle
836,13000,dodge,caravan,2018,54960,white,california, usa,clean vehicle
837,3000,dodge,door,2013,80099,white,texas, usa,clean vehicle
838,17500,dodge,caravan,2019,23987,black,florida, usa,clean vehicle
839,7900,dodge,door,2017,84144,gray,california, usa,clean vehicle
840,8900,dodge,door,2014,85639,blue,florida, usa,clean vehicle
841,11500,dodge,caravan,2018,50193,no_color,pennsylvania, usa,clean vehicle
842,6500,dodge,journey,2017,74392,black,pennsylvania, usa,clean vehicle
843,8000,dodge,door,2017,76117,black,pennsylvania, usa,clean vehicle
844,18700,dodge,challenger,2018,36358,gray,new jersey, usa,clean vehicle
845,8350,dodge,journey,2017,90685,white,florida, usa,clean vehicle
846,27900,dodge,charger,2017,54141,orange,florida, usa,clean vehicle
847,14500,dodge,door,2016,82240,white,pennsylvania, usa,clean vehicle
848,6200,dodge,door,2016,66167,silver,pennsylvania, usa,clean vehicle
849,7500,dodge,door,2012,144220,gray,pennsylvania, usa,clean vehicle
850,20200,dodge,caravan,2019,24722,black,illinois, usa,clean vehicle
851,29300,dodge,durango,2019,41198,silver,illinois, usa,clean vehicle
852,31000,dodge,durango,2019,26353,black,illinois, usa,clean vehicle
853,32400,dodge,durango,2019,28280,white,illinois, usa,clean vehicle
854,5800,dodge,door,2012,130120,white,minnesota, usa,clean vehicle
855,21500,dodge,charger,2019,15340,black,texas, usa,clean vehicle
856,23100,dodge,charger,2018,12265,silver,michigan, usa,clean vehicle
857,4500,dodge,van,2014,94872,gray,texas, usa,clean vehicle
858,24800,dodge,charger,2018,17946,silver,michigan, usa,clean vehicle
859,23000,dodge,charger,2018,26996,gray,michigan, usa,clean vehicle
860,26900,dodge,journey,2019,5775,gray,wisconsin, usa,clean vehicle
861,21500,dodge,challenger,2018,6748,gray,wisconsin, usa,clean vehicle
862,15700,dodge,journey,2018,38128,white,wisconsin, usa,clean vehicle
863,15200,dodge,caravan,2018,41636,silver,wisconsin, usa,clean vehicle
864,23300,dodge,charger,2018,5359,blue,wisconsin, usa,clean vehicle
865,6100,dodge,door,2015,70296,white,minnesota, usa,clean vehicle
866,20000,dodge,journey,2017,11346,green,wisconsin, usa,clean vehicle
867,53000,dodge,challenger,2017,7415,no_color,illinois, usa,clean vehicle
868,3000,dodge,door,2013,107593,orange,minnesota, usa,clean vehicle
869,18200,dodge,door,2016,50639,black,new jersey, usa,clean vehicle
870,21800,dodge,challenger,2019,6530,gray,arizona, usa,clean vehicle
871,52000,dodge,charger,2016,17432,blue,illinois, usa,clean vehicle
872,19000,dodge,charger,2019,19636,black,arizona, usa,clean vehicle
873,25000,dodge,challenger,2016,41748,no_color,illinois, usa,clean vehicle
874,36000,dodge,challenger,2016,13162,red,illinois, usa,clean vehicle
875,17000,dodge,caravan,2019,32937,white,georgia, usa,clean vehicle
876,25300,dodge,door,2015,23095,red,wisconsin, usa,clean vehicle
877,14900,dodge,journey,2017,34432,gray,wisconsin, usa,clean vehicle
878,15000,dodge,caravan,2017,48162,no_color,wisconsin, usa,clean vehicle
879,12995,dodge,doors,2014,68310,gray,massachusetts, usa,clean vehicle
880,17750,dodge,doors,2014,48000,black,massachusetts, usa,clean vehicle
881,10295,dodge,doors,2014,105962,black,pennsylvania, usa,clean vehicle
882,16995,dodge,doors,2014,96575,gray,connecticut, usa,clean vehicle
883,25000,dodge,doors,2014,13239,toreador red,new york, usa,clean vehicle
884,23995,dodge,doors,2014,24934,bright white clearcoat,rhode island, usa,clean vehicle
885,14900,dodge,doors,2014,46859,billet silver metallic clearcoat,new jersey, usa,clean vehicle
886,15810,dodge,doors,2014,44468,black clearcoat,new york, usa,clean vehicle
887,20227,dodge,doors,2014,62230,jazz blue pearlcoat,new york, usa,clean vehicle
888,20999,dodge,doors,2014,37082,silver,new york, usa,clean vehicle
889,22499,dodge,doors,2014,23964,bright white clearcoat,new jersey, usa,clean vehicle
890,23495,dodge,doors,2014,11204,black clearcoat,new york, usa,clean vehicle
891,25250,dodge,doors,2014,7608,billet silver metallic clearcoat,new york, usa,clean vehicle
892,15322,dodge,doors,2014,49982,billet silver metallic clearcoat,new jersey, usa,clean vehicle
893,21232,dodge,charger,2019,4950,gray,texas, usa,clean vehicle
894,5800,dodge,journey,2013,111628,white,wisconsin, usa,clean vehicle
895,29000,dodge,door,2012,15927,black,illinois, usa,clean vehicle
896,17000,dodge,caravan,2018,36299,gray,new jersey, usa,clean vehicle
897,13800,dodge,journey,2018,28469,red,florida, usa,clean vehicle
898,30000,dodge,durango,2019,29086,gray,missouri, usa,clean vehicle
899,14800,dodge,caravan,2017,35991,gray,florida, usa,clean vehicle
900,8500,dodge,journey,2017,62224,black,missouri, usa,clean vehicle
901,9800,dodge,door,2013,86500,white,missouri, usa,clean vehicle
902,4200,dodge,door,2014,144725,gray,nevada, usa,clean vehicle
903,2500,dodge,van,2013,163260,red,tennessee, usa,salvage insurance
904,28700,dodge,charger,2018,19636,blue,california, usa,clean vehicle
905,18500,dodge,challenger,2018,34272,gray,california, usa,clean vehicle
906,17300,dodge,challenger,2018,42909,no_color,california, usa,clean vehicle
907,7100,dodge,door,2016,55749,gray,louisiana, usa,clean vehicle
908,3250,dodge,door,2015,89142,white,minnesota, usa,salvage insurance
909,30700,dodge,durango,2017,20328,no_color,california, usa,clean vehicle
910,3000,dodge,door,2012,149332,gray,missouri, usa,clean vehicle
911,26500,dodge,durango,2019,28551,gray,california, usa,clean vehicle
912,20800,dodge,charger,2019,35098,gray,california, usa,clean vehicle
913,20800,dodge,charger,2019,35365,gray,california, usa,clean vehicle
914,5100,dodge,door,2015,88398,white,california, usa,clean vehicle
915,18900,dodge,challenger,2019,27957,black,california, usa,clean vehicle
916,24000,dodge,durango,2019,30161,silver,california, usa,clean vehicle
917,38800,dodge,challenger,2015,26292,white,california, usa,clean vehicle
918,24500,dodge,durango,2019,25780,white,california, usa,clean vehicle
919,24500,dodge,durango,2019,25032,black,california, usa,clean vehicle
920,6500,dodge,door,2016,72248,blue,new jersey, usa,clean vehicle
921,24000,dodge,durango,2019,30630,gray,california, usa,clean vehicle
922,18000,dodge,door,2014,86125,no_color,california, usa,clean vehicle
923,24000,dodge,durango,2019,30408,white,california, usa,clean vehicle
924,23500,dodge,durango,2019,35443,silver,california, usa,clean vehicle
925,4500,dodge,van,2014,95377,white,california, usa,clean vehicle
926,25900,dodge,durango,2019,32724,silver,california, usa,clean vehicle
927,13900,dodge,caravan,2019,45089,gray,california, usa,clean vehicle
928,14200,dodge,journey,2019,35948,silver,california, usa,clean vehicle
929,15400,dodge,caravan,2019,41601,blue,california, usa,clean vehicle
930,17500,dodge,challenger,2019,26370,gray,texas, usa,clean vehicle
931,17500,dodge,caravan,2019,18271,white,texas, usa,clean vehicle
932,18000,dodge,caravan,2019,9476,white,texas, usa,clean vehicle
933,25200,dodge,door,2012,80899,gray,new jersey, usa,clean vehicle
934,14100,dodge,caravan,2018,57394,black,texas, usa,clean vehicle
935,13300,dodge,caravan,2018,42190,white,california, usa,clean vehicle
936,16200,dodge,caravan,2019,22591,black,oklahoma, usa,clean vehicle
937,13300,dodge,caravan,2018,48681,gray,california, usa,clean vehicle
938,13100,dodge,caravan,2018,42621,silver,california, usa,clean vehicle
939,15500,dodge,caravan,2017,27761,silver,california, usa,clean vehicle
940,4500,dodge,door,2013,107768,white,california, usa,salvage insurance
941,28400,dodge,durango,2019,14355,gray,colorado, usa,clean vehicle
942,17400,dodge,caravan,2019,9467,gray,colorado, usa,clean vehicle
943,6000,dodge,door,2014,122837,silver,florida, usa,clean vehicle
944,20700,dodge,challenger,2019,18313,gray,virginia, usa,clean vehicle
945,20300,dodge,challenger,2019,19506,black,virginia, usa,clean vehicle
946,14000,dodge,journey,2018,14750,black,oklahoma, usa,clean vehicle
947,22000,dodge,challenger,2019,11280,green,virginia, usa,clean vehicle
948,17200,dodge,journey,2019,13944,blue,virginia, usa,clean vehicle
949,15000,dodge,door,2016,26922,blue,oklahoma, usa,clean vehicle
950,17500,dodge,journey,2019,12690,gray,virginia, usa,clean vehicle
951,1300,dodge,door,2013,239822,gray,michigan, usa,salvage insurance
952,1750,dodge,door,2014,74975,red,nevada, usa,salvage insurance
953,16300,dodge,caravan,2019,28289,red,florida, usa,clean vehicle
954,15700,dodge,caravan,2019,38041,red,florida, usa,clean vehicle
955,10000,dodge,journey,2017,52386,silver,florida, usa,clean vehicle
956,23100,dodge,charger,2019,34391,white,florida, usa,clean vehicle
957,14900,dodge,caravan,2019,39515,red,florida, usa,clean vehicle
958,16700,dodge,journey,2019,22074,orange,virginia, usa,clean vehicle
959,16300,dodge,caravan,2019,28782,white,florida, usa,clean vehicle
960,25800,dodge,durango,2019,30092,red,north carolina, usa,clean vehicle
961,23800,dodge,challenger,2019,26443,black,north carolina, usa,clean vehicle
962,16800,dodge,journey,2019,28981,red,north carolina, usa,clean vehicle
963,15500,dodge,journey,2019,32865,white,north carolina, usa,clean vehicle
964,6000,dodge,door,2014,117258,blue,florida, usa,clean vehicle
965,26900,dodge,durango,2019,16397,white,arizona, usa,clean vehicle
966,16900,dodge,caravan,2019,16176,white,arizona, usa,clean vehicle
967,19500,dodge,caravan,2019,1091,gray,arizona, usa,clean vehicle
968,15400,dodge,caravan,2019,17472,black,arizona, usa,clean vehicle
969,2300,dodge,door,2012,123882,white,texas, usa,clean vehicle
970,17000,dodge,charger,2019,10341,red,california, usa,clean vehicle
971,34000,dodge,durango,2019,19695,black,new jersey, usa,clean vehicle
972,13700,dodge,journey,2017,51041,black,pennsylvania, usa,clean vehicle
973,19100,dodge,challenger,2018,22646,white,west virginia, usa,clean vehicle
974,11800,dodge,journey,2018,18138,white,west virginia, usa,clean vehicle
975,27500,dodge,durango,2019,23987,gray,nevada, usa,clean vehicle
976,26900,dodge,durango,2019,17160,black,nevada, usa,clean vehicle
977,27100,dodge,durango,2019,26929,white,nevada, usa,clean vehicle
978,27200,dodge,durango,2019,25815,white,nevada, usa,clean vehicle
979,9000,dodge,caravan,2017,81992,silver,florida, usa,clean vehicle
980,22500,dodge,challenger,2019,5000,gray,south carolina, usa,clean vehicle
981,7700,dodge,door,2015,62683,white,west virginia, usa,clean vehicle
982,4500,dodge,van,2013,107224,white,florida, usa,clean vehicle
983,2200,dodge,door,2013,184905,gray,illinois, usa,salvage insurance
984,21500,dodge,charger,2019,35153,black,pennsylvania, usa,clean vehicle
985,18800,dodge,challenger,2019,26474,orange,pennsylvania, usa,clean vehicle
986,21800,dodge,charger,2019,30943,red,pennsylvania, usa,clean vehicle
987,20300,dodge,challenger,2019,17154,black,pennsylvania, usa,clean vehicle
988,8200,dodge,van,2016,79637,white,south carolina, usa,clean vehicle
989,19000,dodge,caravan,2019,12123,red,pennsylvania, usa,clean vehicle
990,8400,dodge,door,2016,107822,blue,south carolina, usa,clean vehicle
991,19500,dodge,caravan,2019,10221,blue,pennsylvania, usa,clean vehicle
992,7000,dodge,door,2015,95278,blue,south carolina, usa,clean vehicle
993,19500,dodge,challenger,2019,13457,gray,pennsylvania, usa,clean vehicle
994,8500,dodge,van,2014,69936,blue,missouri, usa,clean vehicle
995,20500,dodge,challenger,2019,13520,gray,pennsylvania, usa,clean vehicle
996,4900,dodge,door,2014,96922,silver,south carolina, usa,clean vehicle
997,20800,dodge,door,2014,72594,black,missouri, usa,clean vehicle
998,28500,dodge,durango,2019,17896,silver,pennsylvania, usa,clean vehicle
999,21900,dodge,caravan,2019,11088,silver,pennsylvania, usa,clean vehicle
1000,15800,dodge,caravan,2019,29567,black,nevada, usa,clean vehicle
1001,33000,dodge,durango,2019,15655,white,colorado, usa,clean vehicle
1002,22700,dodge,challenger,2019,26428,black,nevada, usa,clean vehicle
1003,21900,dodge,charger,2019,29003,white,pennsylvania, usa,clean vehicle
1004,19300,dodge,charger,2019,32229,red,pennsylvania, usa,clean vehicle
1005,30700,dodge,durango,2019,26503,black,nevada, usa,clean vehicle
1006,19300,dodge,challenger,2019,15446,black,pennsylvania, usa,clean vehicle
1007,13750,dodge,caravan,2014,128556,white,california, usa,clean vehicle
1008,16400,dodge,caravan,2019,23369,silver,nevada, usa,clean vehicle
1009,19500,dodge,caravan,2019,8767,black,pennsylvania, usa,clean vehicle
1010,15100,dodge,caravan,2019,48319,white,nevada, usa,clean vehicle
1011,28500,dodge,durango,2019,15275,black,pennsylvania, usa,clean vehicle
1012,15300,dodge,caravan,2019,33826,white,nevada, usa,clean vehicle
1013,20300,dodge,challenger,2019,16679,white,pennsylvania, usa,clean vehicle
1014,22000,dodge,charger,2019,26184,gray,pennsylvania, usa,clean vehicle
1015,16700,dodge,journey,2019,21203,gray,nevada, usa,clean vehicle
1016,19300,dodge,challenger,2019,17870,black,pennsylvania, usa,clean vehicle
1017,34100,dodge,durango,2019,17909,gray,michigan, usa,clean vehicle
1018,14600,dodge,caravan,2019,41126,silver,nevada, usa,clean vehicle
1019,18200,dodge,caravan,2019,14098,red,pennsylvania, usa,clean vehicle
1020,33800,dodge,durango,2019,15003,black,michigan, usa,clean vehicle
1021,15900,dodge,journey,2019,29105,black,nevada, usa,clean vehicle
1022,16500,dodge,caravan,2019,34794,black,pennsylvania, usa,clean vehicle
1023,29600,dodge,durango,2019,20034,silver,michigan, usa,clean vehicle
1024,14100,dodge,caravan,2019,46942,black,nevada, usa,clean vehicle
1025,18200,dodge,caravan,2019,14753,white,pennsylvania, usa,clean vehicle
1026,18200,dodge,caravan,2019,14359,black,pennsylvania, usa,clean vehicle
1027,24300,dodge,charger,2019,34922,black,michigan, usa,clean vehicle
1028,15400,dodge,journey,2019,20944,white,nevada, usa,clean vehicle
1029,19000,dodge,journey,2019,9877,white,pennsylvania, usa,clean vehicle
1030,19000,dodge,journey,2019,8949,black,pennsylvania, usa,clean vehicle
1031,27800,dodge,challenger,2017,13627,gray,georgia, usa,clean vehicle
1032,18200,dodge,journey,2019,18291,blue,pennsylvania, usa,clean vehicle
1033,15000,dodge,journey,2018,38029,white,pennsylvania, usa,clean vehicle
1034,19200,dodge,caravan,2017,32593,gray,michigan, usa,clean vehicle
1035,15500,dodge,caravan,2018,37352,red,pennsylvania, usa,clean vehicle
1036,24900,dodge,challenger,2017,23030,green,michigan, usa,clean vehicle
1037,15500,dodge,journey,2018,30671,red,pennsylvania, usa,clean vehicle
1038,7600,dodge,door,2012,79544,white,texas, usa,salvage insurance
1039,18400,dodge,journey,2017,15027,black,michigan, usa,clean vehicle
1040,14700,dodge,caravan,2018,29115,white,florida, usa,clean vehicle
1041,3900,dodge,door,2015,93604,white,florida, usa,clean vehicle
1042,5200,dodge,door,2015,100203,black,florida, usa,clean vehicle
1043,17200,dodge,caravan,2019,35401,silver,minnesota, usa,clean vehicle
1044,18700,dodge,caravan,2019,20279,red,minnesota, usa,clean vehicle
1045,32000,dodge,durango,2019,26090,red,minnesota, usa,clean vehicle
1046,14500,dodge,door,2015,107924,white,michigan, usa,clean vehicle
1047,19400,dodge,caravan,2019,14906,black,minnesota, usa,clean vehicle
1048,17300,dodge,caravan,2019,34407,black,minnesota, usa,clean vehicle
1049,16700,dodge,journey,2019,18049,orange,minnesota, usa,clean vehicle
1050,19100,dodge,caravan,2019,18132,white,minnesota, usa,clean vehicle
1051,11100,dodge,door,2013,109176,black,illinois, usa,clean vehicle
1052,32000,dodge,durango,2019,25456,black,minnesota, usa,clean vehicle
1053,16900,dodge,caravan,2019,38375,silver,minnesota, usa,clean vehicle
1054,18000,dodge,charger,2017,39792,blue,massachusetts, usa,clean vehicle
1055,17800,dodge,caravan,2019,30403,white,minnesota, usa,clean vehicle
1056,18000,dodge,caravan,2019,28252,white,minnesota, usa,clean vehicle
1057,17500,dodge,caravan,2019,31904,white,minnesota, usa,clean vehicle
1058,14500,dodge,caravan,2018,24336,silver,nevada, usa,clean vehicle
1059,18500,dodge,caravan,2019,23961,silver,minnesota, usa,clean vehicle
1060,18600,dodge,caravan,2019,22919,silver,minnesota, usa,clean vehicle
1061,32000,dodge,durango,2019,22863,red,minnesota, usa,clean vehicle
1062,17000,dodge,caravan,2019,38817,black,minnesota, usa,clean vehicle
1063,16000,dodge,caravan,2019,48854,white,minnesota, usa,clean vehicle
1064,18000,dodge,caravan,2019,27288,white,minnesota, usa,clean vehicle
1065,15900,dodge,charger,2020,5284,orange,pennsylvania, usa,clean vehicle
1066,6200,dodge,door,2016,99988,silver,alabama, usa,clean vehicle
1067,3700,dodge,door,2013,84109,black,alabama, usa,clean vehicle
1068,24000,dodge,door,2012,88539,white,mississippi, usa,clean vehicle
1069,20800,dodge,van,2013,33739,gold,nevada, usa,clean vehicle
1070,18500,dodge,door,2012,101017,white,mississippi, usa,clean vehicle
1071,18300,dodge,challenger,2019,13906,black,pennsylvania, usa,clean vehicle
1072,21000,dodge,charger,2019,20601,gray,pennsylvania, usa,clean vehicle
1073,1300,dodge,van,2013,135561,white,tennessee, usa,salvage insurance
1074,11900,dodge,charger,2019,23421,gray,pennsylvania, usa,clean vehicle
1075,950,dodge,van,2012,145174,white,maryland, usa,salvage insurance
1076,26800,dodge,durango,2019,21309,gray,pennsylvania, usa,clean vehicle
1077,800,dodge,van,2012,217576,orange,north carolina, usa,salvage insurance
1078,21000,dodge,caravan,2019,10350,white,pennsylvania, usa,clean vehicle
1079,1900,dodge,door,2012,157636,orange,georgia, usa,salvage insurance
1080,33500,dodge,durango,2019,8605,white,pennsylvania, usa,clean vehicle
1081,900,dodge,door,2013,139404,blue,connecticut, usa,salvage insurance
1082,21000,dodge,caravan,2019,10170,gray,pennsylvania, usa,clean vehicle
1083,26800,dodge,durango,2019,22272,silver,pennsylvania, usa,clean vehicle
1084,5700,dodge,van,2016,101906,blue,texas, usa,clean vehicle
1085,18500,dodge,challenger,2019,27019,green,pennsylvania, usa,clean vehicle
1086,33000,dodge,durango,2019,10930,white,pennsylvania, usa,clean vehicle
1087,11000,dodge,caravan,2019,73552,silver,texas, usa,clean vehicle
1088,15800,dodge,caravan,2019,37107,blue,pennsylvania, usa,clean vehicle
1089,3600,dodge,door,2013,124247,white,michigan, usa,salvage insurance
1090,16300,dodge,caravan,2019,36993,white,pennsylvania, usa,clean vehicle
1091,2700,dodge,door,2015,67133,white,texas, usa,clean vehicle
1092,12800,dodge,caravan,2019,33580,no_color,pennsylvania, usa,clean vehicle
1093,9700,dodge,door,2015,94140,black,texas, usa,clean vehicle
1094,18300,dodge,journey,2019,10447,silver,pennsylvania, usa,clean vehicle
1095,16000,dodge,charger,2019,10229,silver,illinois, usa,clean vehicle
1096,21000,dodge,caravan,2019,6269,gray,pennsylvania, usa,clean vehicle
1097,3700,dodge,door,2014,98699,white,texas, usa,clean vehicle
1098,33000,dodge,durango,2019,10631,gray,illinois, usa,clean vehicle
1099,14700,dodge,caravan,2019,44381,silver,pennsylvania, usa,clean vehicle
1100,33000,dodge,durango,2019,13960,silver,illinois, usa,clean vehicle
1101,15900,dodge,caravan,2019,14051,white,pennsylvania, usa,clean vehicle
1102,33000,dodge,durango,2019,20800,gray,illinois, usa,clean vehicle
1103,33000,dodge,durango,2019,8873,gray,illinois, usa,clean vehicle
1104,32500,dodge,durango,2019,15502,black,illinois, usa,clean vehicle
1105,33000,dodge,durango,2019,9669,silver,illinois, usa,clean vehicle
1106,13000,dodge,caravan,2018,50873,black,virginia, usa,clean vehicle
1107,33000,dodge,durango,2019,14117,white,illinois, usa,clean vehicle
1108,16500,dodge,charger,2019,46820,red,illinois, usa,clean vehicle
1109,33000,dodge,durango,2019,7247,gray,illinois, usa,clean vehicle
1110,34500,dodge,challenger,2017,40991,red,north carolina, usa,clean vehicle
1111,33500,dodge,durango,2019,9023,white,illinois, usa,clean vehicle
1112,48000,dodge,durango,2018,8047,white,pennsylvania, usa,clean vehicle
1113,54500,dodge,durango,2019,3966,red,illinois, usa,clean vehicle
1114,13200,dodge,caravan,2018,41014,silver,pennsylvania, usa,clean vehicle
1115,31500,dodge,durango,2018,20907,white,illinois, usa,clean vehicle
1116,17400,dodge,durango,2017,89795,red,illinois, usa,clean vehicle
1117,26000,dodge,durango,2017,57158,white,illinois, usa,clean vehicle
1118,1700,dodge,door,2013,126718,orange,texas, usa,salvage insurance
1119,11000,dodge,door,2013,83976,white,illinois, usa,clean vehicle
1120,21000,dodge,charger,2018,12554,gray,texas, usa,clean vehicle
1121,5500,dodge,door,2015,60707,gray,texas, usa,clean vehicle
1122,7500,dodge,door,2014,40110,red,texas, usa,clean vehicle
1123,15800,dodge,caravan,2019,28038,silver,michigan, usa,clean vehicle
1124,16900,dodge,journey,2019,26643,red,michigan, usa,clean vehicle
1125,25000,dodge,durango,2019,36127,white,michigan, usa,clean vehicle
1126,18000,dodge,door,2019,19983,black,massachusetts, usa,salvage insurance
1127,15600,dodge,caravan,2019,29926,black,michigan, usa,clean vehicle
1128,23800,dodge,durango,2019,36750,white,north carolina, usa,clean vehicle
1129,16800,dodge,journey,2019,27312,black,michigan, usa,clean vehicle
1130,22700,dodge,durango,2019,49575,white,north carolina, usa,clean vehicle
1131,23300,dodge,challenger,2019,30279,red,north carolina, usa,clean vehicle
1132,23500,dodge,challenger,2019,25825,white,north carolina, usa,clean vehicle
1133,25500,dodge,durango,2019,32474,silver,north carolina, usa,clean vehicle
1134,21800,dodge,challenger,2019,30585,white,north carolina, usa,clean vehicle
1135,22800,dodge,durango,2019,36203,gray,north carolina, usa,clean vehicle
1136,18200,dodge,caravan,2019,29602,red,michigan, usa,clean vehicle
1137,23500,dodge,challenger,2019,28689,red,north carolina, usa,clean vehicle
1138,25700,dodge,durango,2019,31447,charcoal,north carolina, usa,clean vehicle
1139,15700,dodge,caravan,2019,39148,white,north carolina, usa,clean vehicle
1140,17500,dodge,journey,2018,33495,silver,michigan, usa,clean vehicle
1141,15700,dodge,caravan,2019,35274,white,north carolina, usa,clean vehicle
1142,16500,dodge,caravan,2018,48745,white,indiana, usa,clean vehicle
1143,16100,dodge,caravan,2019,31297,red,north carolina, usa,clean vehicle
1144,15600,dodge,caravan,2019,38745,charcoal,north carolina, usa,clean vehicle
1145,15400,dodge,caravan,2019,37704,gray,north carolina, usa,clean vehicle
1146,28200,dodge,durango,2017,27060,white,michigan, usa,clean vehicle
1147,15300,dodge,caravan,2019,40002,no_color,north carolina, usa,clean vehicle
1148,15900,dodge,caravan,2019,34930,red,north carolina, usa,clean vehicle
1149,17700,dodge,door,2016,22863,gray,indiana, usa,clean vehicle
1150,15800,dodge,caravan,2019,36876,white,north carolina, usa,clean vehicle
1151,15900,dodge,caravan,2019,34264,charcoal,north carolina, usa,clean vehicle
1152,25300,dodge,charger,2019,17515,red,new mexico, usa,clean vehicle
1153,16300,dodge,caravan,2019,27071,silver,north carolina, usa,clean vehicle
1154,29500,dodge,durango,2019,14656,gray,new mexico, usa,clean vehicle
1155,14500,dodge,caravan,2019,35652,gray,north carolina, usa,clean vehicle
1156,15400,dodge,caravan,2019,30055,no_color,north carolina, usa,clean vehicle
1157,15400,dodge,caravan,2019,43088,charcoal,north carolina, usa,clean vehicle
1158,15100,dodge,caravan,2019,33641,purple,north carolina, usa,clean vehicle
1159,15000,dodge,caravan,2019,34797,black,north carolina, usa,clean vehicle
1160,15500,dodge,caravan,2019,43943,gray,north carolina, usa,clean vehicle
1161,15000,dodge,caravan,2019,35744,no_color,north carolina, usa,clean vehicle
1162,15200,dodge,caravan,2019,31542,no_color,north carolina, usa,clean vehicle
1163,15700,dodge,caravan,2019,26899,white,north carolina, usa,clean vehicle
1164,16100,dodge,journey,2019,29985,silver,north carolina, usa,clean vehicle
1165,16300,dodge,journey,2018,37009,silver,texas, usa,clean vehicle
1166,16000,dodge,journey,2019,30731,white,north carolina, usa,clean vehicle
1167,16900,dodge,journey,2019,30062,silver,north carolina, usa,clean vehicle
1168,17000,dodge,journey,2019,28295,charcoal,north carolina, usa,clean vehicle
1169,17300,dodge,journey,2019,25534,silver,north carolina, usa,clean vehicle
1170,15900,dodge,journey,2019,29716,gray,north carolina, usa,clean vehicle
1171,15700,dodge,journey,2019,34294,silver,north carolina, usa,clean vehicle
1172,16900,dodge,journey,2019,27643,white,north carolina, usa,clean vehicle
1173,15500,dodge,journey,2019,35516,white,north carolina, usa,clean vehicle
1174,15100,dodge,journey,2019,40674,silver,north carolina, usa,clean vehicle
1175,15500,dodge,journey,2019,32494,white,north carolina, usa,clean vehicle
1176,15400,dodge,journey,2019,35047,red,north carolina, usa,clean vehicle
1177,16500,dodge,journey,2019,32898,silver,north carolina, usa,clean vehicle
1178,42500,dodge,challenger,2015,13740,black,texas, usa,clean vehicle
1179,16600,dodge,journey,2019,23132,charcoal,north carolina, usa,clean vehicle
1180,15200,dodge,journey,2019,37174,silver,north carolina, usa,clean vehicle
1181,15800,dodge,journey,2019,34023,charcoal,north carolina, usa,clean vehicle
1182,16900,dodge,journey,2019,30021,charcoal,north carolina, usa,clean vehicle
